species,owner,country_of_origin,farm_name,lot_number,mill,company,altitude,region,producer,number_of_bags,bag_weight,in_country_partner,harvest_year,grading_date,owner_1,variety,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture
Arabica,mlimani ngarashi,"Tanzania, United Republic Of",rural cooperative society,NA,rafiki (coffee) limited,mlimani ngarashi,1525 m,arusha,Mlimani Ngarashi,1,60 kg,Africa Fine Coffee Association,2014,"December 15th, 2014",Mlimani Ngarashi,Other,Washed / Wet,7.33,7.33,7.08,7.42,7.17,7.33,10,10,10,7.33,0.12
Arabica,kyagalanyi ltd,Uganda,kapchorwa,NA,kyagalanyi coffee ltd,kyagalanyi coffee ltd,1700,eastern,Kyagalanyi coffee Ltd,320,60 kg,Uganda Coffee Development Authority,2013,"June 30th, 2014",Kyagalanyi Ltd,SL14,Natural / Dry,7.33,6.92,7.17,7.33,7.42,7.42,10,10,10,7.42,0.12
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,taiwan hao ka 台灣好咖莊園,NA,taiwan hao ka 台灣好咖莊園,blossom valley宸嶧國際,1100 m,nantou,Zhou hong xiu 周紅秀,10,30 kg,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Semi-washed / Semi-pulped,7.5,6.92,7.33,7.33,7.33,7.33,10,10,10,7.25,0.11
Arabica,doi tung development project,Thailand,doi tung development project,NA,doi tung development project,doi tung development project,800++,thailand,Doi Tung Development Project,2,1 kg,Specialty Coffee Association,2012,"May 29th, 2013",Doi Tung Development Project,NA,Washed / Wet,7.33,7.42,7.25,7.42,7.25,7.17,10,10,10,7.17,0
Arabica,alejandro garcia palacios,Mexico,finca el gavilancillo,NA,finca la fortuna,industrializadora de kaffee andes s.a. de c.v.,950,"motozintla, chiapas",MARTHA PALACIOS,10,1 kg,AMECAFE,2012,"September 11th, 2012",ALEJANDRO GARCIA PALACIOS,Other,Washed / Wet,7.08,7.33,7.33,7.33,7.42,7.25,10,10,10,7.25,0.12
Arabica,organizaciones de productores de cafe colimense,Mexico,NA,NA,organizacion union de ejidos adolfo lopez mateos,organizaciones de productores de cafe colimense sa de cv,1100,adolfo lopez mateos,COOP,200,1 kg,AMECAFE,2012,"July 3rd, 2012",ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,Typica,Washed / Wet,7.58,7.67,7.5,7.67,7.58,7.5,8,10,10,7.5,0
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,八杞莊園,1,non,八杞莊園,200,taiwan,蕭閔家,150,1 kg,Blossom Valley International,2017,"December 8th, 2017",CQI Taiwan ICP CQI台灣合作夥伴,Other,Washed / Wet,7.33,7.17,7.25,7.33,7.33,7.25,10,10,10,7.25,0
Arabica,juan luis alvarado romero,Guatemala,la esperanza,11/23/0689,beneficio ixchel,"unex guatemala, s.a.",1901,oriente,"AGRICOLA EL PILAR, S.A.",25,69 kg,Asociacion Nacional Del Café,2017,"August 23rd, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.67,7.33,7.58,7.67,7.5,9.33,9.33,9.33,7.5,0.1
Arabica,lydiah mwangi,Kenya,thiririka/maara,CN 70741,ckcm/nkg,c dorman ltd,1600,kiambu,thiririka/Thima,150,60 kg,Kenya Coffee Traders Association,2017,"July 7th, 2017",Lydiah Mwangi,SL28,Washed / Wet,7.17,7.58,7.5,7.5,8,7.75,10,10,10,5.42,0.11
Arabica,grupo santab s.a de c.v.,Mexico,finca monte azúl,240LVCF,cafetal la orduña,grupo santab s.a. de c.v.,1100,veracruz,Jose Oscar Garza Sardaneta,240,69 kg,Centro Agroecológico del Café A.C.,2017,"May 12th, 2017",Grupo Santab S.A de C.V.,Bourbon,Washed / Wet,7.5,7.33,7.17,7.42,7.5,7.33,9.33,10,10,7.33,0.11
Arabica,min hlaing,Myanmar,sithar coffee farm,NA,local made,"sithar coffee co., ltd.",3500 ft,pyinoolwin,Min Hlaing,2,2 kg,Coffee Quality Institute,2015,"July 17th, 2015",Min Hlaing,Other,Other,7.17,7.42,7,7.58,7.33,7,10,10,10,7.42,0
Arabica,eileen koyanagi,United States (Hawaii),NA,NA,NA,kona pacific farmers cooperative,NA,kona,NA,7,100 lbs,Specialty Coffee Association,2014,"January 13th, 2015",Eileen Koyanagi,Hawaiian Kona,Natural / Dry,7.42,7.08,7.17,7.17,7.58,7.25,10,10,10,7.25,0.1
Arabica,karatu estate,"Tanzania, United Republic Of",karatu estate,NA,karatu estate,karatu estate,1700,"manyara, karatu",Karatu Estate,250,60 kg,Africa Fine Coffee Association,2014,"December 18th, 2014",Karatu Estate,Other,Washed / Wet,7.33,7.17,7.17,7.25,7.42,7.33,10,10,10,7.25,0.12
Arabica,jacques pereira carneiro,Brazil,sertao farm,NA,cafeco 3,exportadora de cafés carmo de minas ltda,1200,mantiqueira de minas,NAZARETH DIAS PEREIRA,300,60 kg,Brazil Specialty Coffee Association,2014/2015,"December 16th, 2014",Jacques Pereira Carneiro,Yellow Bourbon,Natural / Dry,7.25,7.33,7.25,7.25,7.25,7.33,10,10,10,7.25,0.12
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,張文進莊園,NA,張文進莊園,宸嶧國際,550公尺,台中新社,張文進,10,60 kg,Blossom Valley International,2014,"November 23rd, 2014",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Washed / Wet,7.92,7.67,7.33,7.08,7.08,7.08,10,10,10,6.75,0.09
Arabica,ipanema coffees,Brazil,rio verde,NA,ipanema coffees,ipanema coffees,1100,south of minas,Ipanema Agrícola SA,320,2 kg,Specialty Coffee Association,2014/2015,"October 16th, 2014",Ipanema Coffees,Bourbon,Natural / Dry,7.17,7.42,7.17,7.25,7.25,7.33,10,10,10,7.33,0.1
Arabica,chris finch,Nicaragua,NA,NA,NA,volcafe specialty coffee,between 700 and 1400 meters,matagalpa,NA,275,1 lbs,Specialty Coffee Association,2013,"July 16th, 2014",Chris Finch,Caturra,Washed / Wet,7.33,7.08,7.25,7,7.5,7.42,10,10,10,7.33,0.1
Arabica,juan luis alvarado romero,Guatemala,el morito,NA,el morito,"armajaro guatemala, s. a.",5000 ft.,jalapa,ROBERTO MONTERROSO,250,69 kg,Asociacion Nacional Del Café,2014,"June 10th, 2014",Juan Luis Alvarado Romero,Pacas,Washed / Wet,7.58,7.42,6.92,7.5,7.25,7.17,10,10,10,7.08,0.12
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,bi yun si shi yi 碧云四十一咖啡坊,NA,bi yun si shi yi 碧云四十一咖啡坊,blossom valley宸嶧國際,900 m,taichung taiping 台中市太平區,Lu bi yun呂碧云,35,30 kg,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Washed / Wet,7.42,7.25,7.25,7.25,7.25,7.25,10,10,10,7.25,0.11
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,bai he lin coffee 白鶴林咖啡莊園,NA,bai he lin coffee 白鶴林咖啡莊園,blossom valley宸嶧國際,688 m,nantou,Ding jin cai 丁金財,5,30 kg,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Other,7.25,7.17,7.08,7.08,7.08,8.08,10,10,10,7.17,0.11
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,heng lu coffee 橫鹿咖啡,NA,heng lu coffee 橫鹿咖啡,blossom valley宸嶧國際,300 m,new taipei zhonghe 新北市中和區,Lu xing hui 呂星輝,10,20 kg,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Washed / Wet,7.42,7.25,7.25,7.25,7.25,7.25,10,10,10,7.25,0.11
Arabica,eduardo luis augusto velazquez solis,Mexico,"olotlan, el plan, criollo garnica",NA,"ixhuatlan del café, ver.",NA,1186,ixhuatlan del cafe,EDUARDO LUIS AUGUSTO VELAZQUEZ SOLIS,60,1 kg,AMECAFE,2012,"July 11th, 2012",EDUARDO LUIS AUGUSTO VELAZQUEZ SOLIS,Typica,Washed / Wet,7.58,7.33,7.08,7.5,7.17,7.25,10,10,10,7,0.13
Arabica,doi tung development project,Thailand,doi tung development project,NA,NA,NA,NA,NA,Doi Tung Development Project,3,1 lbs,Specialty Coffee Association,NA,"April 13th, 2010",Doi Tung Development Project,Peaberry,NA,7.67,7.58,7.33,7.33,7.17,7,10,10,10,6.83,0
Arabica,cqi taiwan icp cqi台灣合作夥伴,Laos,savan coffee bean,201601,none,宸嶧國際,1300,"paksong,laos","Paksong,Laos",20,50 kg,Blossom Valley International,2016,"June 22nd, 2017",CQI Taiwan ICP CQI台灣合作夥伴,Catimor,Washed / Wet,7.42,7.33,7.17,7.17,7.17,7.25,10,10,10,7.33,0
Arabica,the coffee source inc.,Guatemala,several,NA,several,the coffee source inc.,1200,orient,several,250,1 kg,Specialty Coffee Association of Costa Rica,2013,"May 26th, 2014",The Coffee Source Inc.,Caturra,Washed / Wet,7.67,7.25,7.08,7.33,7.17,7.25,10,10,10,7.08,0.11
Arabica,luis roberto fermoso beltran,Mexico,la victoria pante nubes,NA,predio santo domingo,productora rural la victoria s.p.r. de r.l.,1210,motozintla,DOMINGO MUGUIRA REVUELTA,15,1 kg,AMECAFE,2012,"August 30th, 2012",LUIS ROBERTO FERMOSO BELTRAN,Catuai,Semi-washed / Semi-pulped,7.17,7.08,7.25,7.42,7.25,7.33,10,10,10,7.33,0.13
Arabica,jose manuel vergara cortes,Mexico,finca santa clara,NA,"finca santa clara, localidad de zona del bulé, san pedro pochutla oaxaca",café san blas,1100,oaxaca,JUAN JOSE CASAS BLANCO,30,1 kg,AMECAFE,2012,"August 29th, 2012",JOSE MANUEL VERGARA CORTES,Typica,Washed / Wet,7.33,7.25,7.33,7.33,7.25,7.17,10,10,10,7.17,0.11
Arabica,christina dusing,Mexico,selva negra,NA,ecc beneficio veracruz,NA,100,veracruz,MOISES GUILLERMO CARRERA MONTES,100,1 kg,AMECAFE,2012,"July 3rd, 2012",CHRISTINA DUSING,Bourbon,Washed / Wet,7.5,7.17,7.33,7.25,7.17,7.17,10,10,10,7.25,0.13
Arabica,kona pacific farmers cooperative,United States (Hawaii),NA,NA,NA,cqi,NA,kona,NA,7,100 lbs,Specialty Coffee Association,2012,"February 23rd, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Washed / Wet,7.42,7.33,7,7.25,7.33,7.5,10,10,10,7,0.1
Arabica,exportadora de cafe condor s.a,Colombia,NA,NA,trilladora bonanza - armenia quindio,NA,1800 m.s.n.m,huila,Exportadora de Café Cóndor S.A,250,70 kg,Almacafé,4T/2010,"January 25th, 2011",Exportadora de Cafe Condor S.A,NA,NA,7.33,7.33,7,6.83,7.33,7.67,10,10,10,7.33,0.01
Arabica,bourbon specialty coffees,Brazil,castelhana farm,NA,NA,bourbon specialty coffees,NA,monte carmelo,DIOGO TUDELA NETO,320,60 kg,Brazil Specialty Coffee Association,2015/2016,"October 8th, 2015",BOURBON SPECIALTY COFFEES,NA,Natural / Dry,7.17,7.25,7.08,7.17,7.25,7.58,10,10,10,7.25,0
Arabica,u soe,Myanmar,myaing,NA,NA,NA,3825,ywar ngan,U Soe,1,2 kg,Coffee Quality Institute,2015,"July 17th, 2015",U Soe,Catuai,Washed / Wet,6.92,7.5,7,7.58,7.5,7.08,10,10,10,7.17,0
Arabica,juan luis alvarado romero,Guatemala,finca los cerros y anexos,NA,beneficio exportacafe agua santa,exportcafe,5440-5760 metros,huehuetenango,OTTONIEL VILLATORO LOPEZ,275,69 kg,Asociacion Nacional Del Café,2015,"June 18th, 2015",Juan Luis Alvarado Romero,Caturra,Washed / Wet,7.5,7.33,7,7.42,7.17,7.17,10,10,10,7.17,0.12
Arabica,"comercial internacional exportadora, s.a.",Nicaragua,cafetales santa matilde,NA,beneficio san carlos,"comercial internacional exportadora, s.a.",1100.00 mosl,jinotega,ROLANDO LACAYO,275,69 kg,Asociación de Cafés Especiales de Nicaragua,2015,"May 28th, 2015","COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",Other,Washed / Wet,7.25,7.25,7.17,7.25,7.33,7.25,10,10,10,7.25,0.12
Arabica,bismarck castro,Honduras,juan damaso,NA,cigrah sps,cigrah s.a de c.v,1450 masl,"siguatepeque, comayagua",La Gran Manzana,275,1 kg,Instituto Hondureño del Café,2015,"May 25th, 2015",Bismarck Castro,Caturra,Natural / Dry,7.5,7.33,7,7.42,7.25,7.17,10,10,10,7.08,0.11
Arabica,essencecoffee,Panama,elida estate,NA,elida estate,essence coffee,1680m,boquete,Lamastus,100,60 kg,Blossom Valley International,2014,"May 23rd, 2015",EssenceCoffee,Caturra,Other,7.25,7.33,7.17,7.33,7.33,7.17,10,10,10,7.17,0.11
Arabica,cadexsa,Honduras,bethel,NA,cadexsa,cadexsa,1350,marcala,Jose Omar Acosta,275,1 kg,Instituto Hondureño del Café,2015,"May 22nd, 2015",CADEXSA,Catuai,Washed / Wet,7.42,7.17,7.08,7.42,7.25,7.25,10,10,10,7.17,0.09
Arabica,NA,Honduras,los hicaques,NA,cigrah,cigrah,1450 mals,central region,Reinerio Zepeda,275,1 kg,Instituto Hondureño del Café,2015,"March 11th, 2015",NA,Catuai,Natural / Dry,7.25,7.33,7.08,7.5,7.25,7.33,10,10,10,7,0.13
Arabica,the coffee source inc.,Costa Rica,several,NA,cafe altura de san ramon,the coffee source inc.,1300 msnm,san ramon,SEVERAL,250,3 lbs,Specialty Coffee Association,2014,"April 11th, 2014",The Coffee Source Inc.,Caturra,Washed / Wet,7.33,7.33,7.25,7.25,7.17,7.17,10,10,10,7.25,0.11
Arabica,diego manuel woolrich ramirez,Mexico,san josé y el portillo,NA,san josé y el portillo,NA,1200,oaxaca,"JOSE RIOS LARA, APOLONIA FRANCO TORRES, JENARO GONZALES MENDOZA",30,1 kg,AMECAFE,2012,"September 4th, 2012",DIEGO MANUEL WOOLRICH RAMIREZ,Typica,Washed / Wet,7.58,7.33,7.42,7.25,7.5,7.5,9.33,9.33,10,7.5,0.11
Arabica,myriam kaplan-pasternak,Haiti,2000 farms,NA,utcam usine traitement cafe marmelade,haiti coffee,~1000 meters,haiti,COOPAIMAR Copperative Agro Industriel de Marmelade,1,2 kg,Specialty Coffee Association,2012,"May 22nd, 2012",Myriam Kaplan-Pasternak,Typica,Washed / Wet,7.42,7,7.42,7.25,7.08,7.33,10,10,10,7.25,0.12
Arabica,kona pacific farmers cooperative,United States (Hawaii),NA,NA,NA,kona pacific farmers cooperative,NA,kona,NA,3,2 lbs,Specialty Coffee Association,2011,"December 21st, 2011",Kona Pacific Farmers Cooperative,Arusha,Natural / Dry,7.08,7.33,7.17,7.25,7.33,7.67,10,10,10,6.92,0.13
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,胖胖糖,1,hand peeled,宸嶧國際,NA,taiwan,唐權盛,160,1 kg,Blossom Valley International,2016,"August 12th, 2016",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Other,7.33,7.08,7.08,7.08,7.42,7.33,10,10,10,7.33,0
Arabica,aulia arif syahri,Indonesia,darmawi,NA,surbakti / pt.olam indonesia,pt. olam indonesia,1200-1500,sumatra brastagi,Surbakti,200,30 kg,Specialty Coffee Association,2015,"November 10th, 2015",Aulia Arif Syahri,Mandheling,Semi-washed / Semi-pulped,7.58,7.42,7,7.67,7.5,7.5,9.33,9.33,10,7.33,0.13
Arabica,juan luis alvarado romero,Guatemala,finca medina,NA,beneficio siembras vision (154),"siembras vision, s.a.",1500msnm,antigua,FINCA MEDINA,150,60 kg,Asociacion Nacional Del Café,2015/2016,"October 23rd, 2015",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.42,6.83,7.17,7.42,7.17,10,10,10,7,0.11
Arabica,"ceca, s.a.",Costa Rica,gamboa,NA,beneficio montañas del diamante,"ceca,s.a.",1.85,tarrazu,Martin Gutierrez,240,1 kg,Specialty Coffee Association of Costa Rica,2015,"February 27th, 2015","CECA, S.A.",Caturra,Washed / Wet,7.83,7.5,7.67,7.67,7.83,7.5,6.67,10,10,8,0.11
Arabica,afca,Malawi,makoka valley estate,NA,r.w.j. wallace ltd,r.w.j wallace ltd,990-1000m,southern- zomba,R.W.J. Wallace Ltd,100,60 kg,Africa Fine Coffee Association,2014,"November 4th, 2014",AFCA,Caturra,Washed / Wet,7.5,7.25,7.17,7.17,7.25,7.17,10,10,10,7.17,0.12
Arabica,cafe de don balbino s.c. de r.l. de c.v.,Mexico,"el desmoronado, talpan de allende jalisco",NA,corta pico balbino ramirez,cafe don balbino s.c. de r.l. de c.v.,1200,"el desmoronado, talpan de allende jalisco",BALBINO RAMIREZ FLORES,20,1 kg,AMECAFE,2014,"October 23rd, 2014",CAFE DE DON BALBINO S.C. DE R.L. DE C.V.,Typica,Washed / Wet,7.25,7.17,7.17,7.25,7.17,7.42,10,10,10,7.25,0.12
Arabica,compañia colombiana agroindustrial s.a,Colombia,NA,NA,trilladora agricola,ecom cca sa,1550,santander,NA,250,70 kg,Almacafé,2014,"April 14th, 2014",Compañia Colombiana Agroindustrial S.A,Caturra,Natural / Dry,7.67,7.5,7.42,7.67,7.5,7.75,10,10,6.67,8.5,0
Arabica,juan luis alvarado romero,Guatemala,santo tomas pachuj,NA,humedo: finca santo tomas pachuj y seco: beneficio palinsa,"finca santo tomas pachuj, guatemala",1550,"san lucas toliman, solola","PACHUJ, S.A",250,69 kg,Asociacion Nacional Del Café,2013,"June 5th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.17,7,7.5,7,7,10,10,10,7.33,0.12
Arabica,juan luis alvarado romero,Guatemala,chiquimulja / alpha cafe / senfro,NA,NA,"unex guatemala, s.a.",NA,oriente,CHIQUIMULJA / ALPHA CAFE / SENFRO,250,1 kg,Asociacion Nacional Del Café,2012,"January 25th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7,7.33,7.5,7.33,7,7.33,10,10,10,7.17,0.11
Arabica,juan luis alvarado romero,Guatemala,chiquimulja / alpha cafe / senfro,NA,beneficio ixchel,"unex guatemala, s.a.",NA,oriente,CHIQUIMULJA / ALPHA CAFE / SENFRO,250,1 kg,Asociacion Nacional Del Café,2012,"January 25th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7,7.5,7.33,7.17,7.17,7.17,10,10,10,7.33,0.11
Arabica,racafe & cia s.c.a,Colombia,NA,NA,NA,NA,NA,NA,NA,149,70 kg,Almacafé,NA,"March 15th, 2011",Racafe & Cia S.C.A,NA,NA,7.17,7.25,7.08,7.42,7.08,7.42,10,10,10,7.25,0.18
Arabica,bourbon specialty coffees,Brazil,leticia farm,91,internacional armazens gerais,bourbon specialty coffees,NA,monte carmelo,MAX KEND TAKIUTI E OUTROS,94,60 kg,Brazil Specialty Coffee Association,2016,"March 11th, 2016",BOURBON SPECIALTY COFFEES,NA,NA,7.33,7.25,7.33,7.08,7.58,7.25,9.33,10,10,7.42,0.11
Arabica,"exportadora atlantic, s.a.",Nicaragua,los saltarines,017-053-0046,exportadora atlantic sa - pp condega,exportadora atlantic s.a,NA,nueva segovia,ADONIS JOSE ORTEZ BELTRAN,275,69 kg,Instituto Hondureño del Café,2016,"February 26th, 2016","Exportadora Atlantic, S.A.",NA,NA,7.08,7.5,7,7.25,7.42,7,10,10,10,7.33,0.11
Arabica,burka coffee estate,"Tanzania, United Republic Of",burka coffee estates,NA,burka coffee estates,burka coffee estate,1400,arusha,Burka Coffee Estates,10,60 kg,Africa Fine Coffee Association,2014,"January 6th, 2015",Burka Coffee Estate,Other,Washed / Wet,7.25,7.08,7.08,7.33,7.33,7.25,10,10,10,7.25,0.12
Arabica,ipanema coffees,Brazil,rio verde,NA,ipanema coffees,ipanema coffees,1200,south of minas,Ipanema Agrícola SA,300,2 kg,Specialty Coffee Association,2014/2015,"October 17th, 2014",Ipanema Coffees,Bourbon,Semi-washed / Semi-pulped,7.42,7.25,7.33,7,7.08,7.25,10,10,10,7.25,0
Arabica,beneficio santa rosa,Honduras,bsr,NA,beneficio santa rosa s.a.,beneficio santa rosa s.a.,1400 m.s.n.m.,occidental,BSR,275,69 kg,Instituto Hondureño del Café,2014,"April 30th, 2014",Beneficio Santa Rosa,Caturra,Washed / Wet,7.5,7.17,7,7.42,7.33,7,10,10,10,7.17,0.11
Arabica,juan luis alvarado romero,Guatemala,finca el naranjal,NA,beneficio exportacafe agua santa,exportcafe,4540 metros,huehuetenango,BYRON ALONZO SOLIS,275,69 kg,Asociacion Nacional Del Café,2014,"January 28th, 2014",Juan Luis Alvarado Romero,Bourbon,Natural / Dry,7.17,7.42,6.83,7.5,7.17,7.25,10,10,10,7.25,0.11
Arabica,kona pacific farmers cooperative,United States (Hawaii),NA,NA,NA,NA,NA,NA,NA,10,100 lbs,Specialty Coffee Association,NA,"May 4th, 2011",Kona Pacific Farmers Cooperative,NA,NA,7.42,7.58,7.5,7.92,7.83,7.83,8.67,8.67,9.33,7.83,0
Arabica,racafe & cia s.c.a,Colombia,NA,NA,NA,NA,NA,NA,NA,149,70 kg,Almacafé,NA,"March 15th, 2011",Racafe & Cia S.C.A,NA,NA,7.08,7.25,7,7.5,7.08,7.33,10,10,10,7.33,0
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,王秋金,1,non,王秋金,50,taiwan,王秋金,20,5 kg,Blossom Valley International,2017,"December 8th, 2017",CQI Taiwan ICP CQI台灣合作夥伴,Other,Natural / Dry,7.17,7.17,7.17,7.42,7.17,7.25,10,10,10,7.17,0
Arabica,juan luis alvarado romero,Guatemala,el guayabo,11/15/0293,el guayabo,"peter schoelfeld, s.a",1500,santa rosa,EDWIN MUÑOZ,275,69 kg,Asociacion Nacional Del Café,2017,"September 8th, 2017",Juan Luis Alvarado Romero,Caturra,Washed / Wet,7.33,7.25,7.08,7.17,7.25,7.17,10,10,10,7.25,0.1
Arabica,janny marlith torres,Honduras,la bendicion,331,en cortado beneficiado y secado por el productor,coffee planet corporation s.a,1650,ocotepeque,Jorge Alfredo Pinto,15,69 kg,Instituto Hondureño del Café,2017,"August 23rd, 2017",Janny Marlith Torres,Catuai,Washed / Wet,7.58,7.33,7,7.17,7.33,7.08,10,10,10,7,0.11
Arabica,case noyale ltd,Mauritius,case noyale ltd,K7 Chamarel 2015,hulling facility,compagnie sucrière de bel ombre ltd,280,chamarel (south west),Case Noyale Ltd,1,2 kg,Kenya Coffee Traders Association,2016,"February 11th, 2016",Case Noyale Ltd,NA,NA,7.25,7.25,7.17,7.17,7.25,7.17,10,10,10,7.25,0.12
Arabica,bourbon specialty coffees,Brazil,cachoeira da grama farm,NA,internacional armazens gerais,bourbon specialty coffees,1250 m,vale da grama,Lindolpho de Carvalho Dias,300,60 kg,Brazil Specialty Coffee Association,2015/2016,"November 17th, 2015",BOURBON SPECIALTY COFFEES,Yellow Bourbon,Semi-washed / Semi-pulped,7.25,7.33,7.17,7.5,7.33,7.25,9.33,10,10,7.33,0.11
Arabica,shwe yin mar coffee,Myanmar,mixed,NA,shwe yin mar,shwe yin mar coffee,3800,pyin oo lwin,Shwe Yin Mar,1,2 kg,Coffee Quality Institute,2015,"July 17th, 2015",Shwe Yin Mar Coffee,Other,Washed / Wet,7.17,7.33,7.17,7.42,7.25,7.08,10,10,10,7.08,0
Arabica,juan luis alvarado romero,Guatemala,various,NA,las americas,outspan guatemala s.a.,4000 p.s.n.m.,oriente,VARIOS,275,69 kg,Asociacion Nacional Del Café,2014,"April 23rd, 2014",Juan Luis Alvarado Romero,Other,Washed / Wet,7.5,7.17,6.83,7.5,7.17,7.17,10,10,10,7.17,0.11
Arabica,jacques pereira carneiro,Brazil,pereira estate coffee,NA,carapina armazens gerais,exportadora de cafés carmo de minas ltda,1250,mantiqueira de minas,MARIA ROGERIA COSTA PEREIRA,300,60 kg,Specialty Coffee Association,2013,"April 17th, 2014",Jacques Pereira Carneiro,Yellow Bourbon,Semi-washed / Semi-pulped,7.42,7.42,7.08,7.33,7.67,7.5,9.33,9.33,10,7.42,0.1
Arabica,eileen koyanagi,United States (Hawaii),NA,NA,NA,kona pacific farmers cooperative,NA,kona,NA,10,100 lbs,Specialty Coffee Association,2013,"February 4th, 2014",Eileen Koyanagi,Hawaiian Kona,Natural / Dry,7.42,7.33,7.33,7.58,7.58,7.42,8.67,10,10,7.17,0.11
Arabica,juan luis alvarado romero,Guatemala,barranca de las flores,NA,beneficio exportacafe agua santa,exportcafe,6100 metros,huehuetenango,IDMAR DE JESUS VELASQUEZ CALDERON,250,1 kg,Asociacion Nacional Del Café,2013,"February 13th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.5,7.5,7,7.67,7.17,7,10,10,10,6.67,0.12
Arabica,israel eduardo paz garcia,Mexico,peña negra,NA,"zaragoza itundujia, oaxaca",cafeorganico.mx,1450,zaragoza itundujia,HERAS HERNANDEZ GAUDENCIO,18,1 kg,AMECAFE,2012,"September 17th, 2012",ISRAEL EDUARDO PAZ GARCIA,Typica,Washed / Wet,7.25,7.25,7.08,7.33,7.25,7.17,10,10,10,7.17,0.15
Arabica,cadexsa,Honduras,bethel,115,only dry mill,cadexsa,1450,marcala,Jose Omar Acosta,275,69 kg,Instituto Hondureño del Café,2016,"February 3rd, 2016",CADEXSA,NA,NA,7.25,7.42,7,7.42,7.33,7,10,10,10,7,0.1
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,春風咖啡,NA,春風咖啡,宸嶧國際,600公尺,南投國姓,曾林春英,10,60 kg,Blossom Valley International,2014,"November 23rd, 2014",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Washed / Wet,7.58,7.17,7.17,7.17,7.17,7.17,10,10,10,7,0.14
Arabica,lusso lab,El Salvador,finca la fany,NA,NA,lusso coffee lab,1450m,"department of ahuachapan, municipality of apanecallamatepec mountain","Luis, Rafael and Carmen Silva Hoff",2,2 kg,Specialty Coffee Association,2013,"April 26th, 2014",LUSSO LAB,Bourbon,Washed / Wet,7.33,7.17,7.08,7.08,7.33,7.17,10,10,10,7.25,0
Arabica,adam ciruli ye,China,alicia's farm,NA,alicia's farm,yunnan new century tech inc.,1700,yunnan,Alicia's Farm,1,2 kg,Specialty Coffee Association,2013,"January 17th, 2014",Adam Ciruli Ye,Other,Washed / Wet,7.25,7.08,7.25,7.17,7.33,7.17,10,10,10,7.17,0.17
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,guoxing farm coffee 國姓農場咖啡,NA,guoxing farm coffee 國姓農場咖啡,blossom valley宸嶧國際,600 m,nantou,Huang san lang 黃三郎,10,30 kg,"Blossom Valley International
",2013/2014,"December 26th, 2013
","CQI Taiwan ICP CQI台灣合作夥伴
",Typica,Washed / Wet,7.25,7.25,7.17,7.25,7.25,7.25,10,10,10,7,0.11
Arabica,alfredo bojalil,Mexico,copalita,NA,amsa oaxaca,ecomtrading,1050,pochutla,CARLOS ALBERTO GOMEZ,250,1 kg,AMECAFE,2012,"September 4th, 2012",ALFREDO BOJALIL,Typica,Washed / Wet,6.92,7.17,7.08,7.5,7.33,7.17,10,10,10,7.25,0.1
Arabica,armando luis pohlenz martinez,Mexico,NA,NA,finca custepec,beneficio custepec s.a. de c.v.,1550,la concordia,ARMANDO LUIS POHLENZ MARTINEZ,250,1 kg,AMECAFE,2012,"August 30th, 2012",ARMANDO LUIS POHLENZ MARTINEZ,Caturra,Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.17,10,10,10,7.08,0.12
